BLOCK ID,TIME STAMP,PARENT ID,MINER,SLOW,LOW_CPU,PRIVATE
8ab43c1171a0a10d33c1a4d5b7f1d1a61557c00e69569a2758b7f82b2a36cfb8,0,NULL,0,0,0,0
dc1e201087d5cae38197e1817d19d6a17991e0648f6dff2933c789750b627c89,2756.1827463711425,8ab43c1171a0a10d33c1a4d5b7f1d1a61557c00e69569a2758b7f82b2a36cfb8,2,0,3,0
7c35ba8b7b9a23e0f60f184a60f4867428bce6e0d3df8e29a887118a4aa91f3a,23718.60065763675,8ab43c1171a0a10d33c1a4d5b7f1d1a61557c00e69569a2758b7f82b2a36cfb8,91,1,1,0
ed4577bd463f9bb3eee497f4cc52e82dcc08ba9432759b21f493e6c83a5e5f6e,23785.83361203822,8ab43c1171a0a10d33c1a4d5b7f1d1a61557c00e69569a2758b7f82b2a36cfb8,1,0,2,0
c4d5c5629f479ffbf3f9b0fc5f2dea42a3fe051fa3914b4cd0a8c59119bf05f8,13445.237128002984,dc1e201087d5cae38197e1817d19d6a17991e0648f6dff2933c789750b627c89,2,0,3,0
a04185788918c6cae889305dd30506d6a171d9f0fc58f6e71ac1ab1e451c7a78,25580.168260219278,c4d5c5629f479ffbf3f9b0fc5f2dea42a3fe051fa3914b4cd0a8c59119bf05f8,15,0,1,0
62a950b46615caf951b563d86b75ee415ce44bf23e7e8716994356ef28a94efd,32285.302350749866,a04185788918c6cae889305dd30506d6a171d9f0fc58f6e71ac1ab1e451c7a78,2,0,3,0
77bcbfb318d7f063a0ff9ae4351356aa3d8ca153a3c28911c793e934150e3ea8,46440.93095588366,a04185788918c6cae889305dd30506d6a171d9f0fc58f6e71ac1ab1e451c7a78,10,0,1,0
ddd6511d1940a3b8a906f8c558c6ca8b68d7acadb92196badd8ac773e1f636f2,41518.437080949065,62a950b46615caf951b563d86b75ee415ce44bf23e7e8716994356ef28a94efd,2,0,3,0
00f11e438734d17c054f411044f7f9d4c661602436705cabb5e831da93d733eb,56599.4554163128,77bcbfb318d7f063a0ff9ae4351356aa3d8ca153a3c28911c793e934150e3ea8,15,0,1,0
