BLOCK ID,TIME STAMP,PARENT ID,MINER,SLOW,LOW_CPU,PRIVATE
b54b2c4e543ac120b7aafd1ae594c14f7c3a68c323fc710ab5fcd1ca270c7fc0,0,NULL,0,0,0,0
b518c4c39a2f8eb7ee281f4567e1c681abc494fe9f0c1c5bc515e3de8f8868be,760.6436905637723,b54b2c4e543ac120b7aafd1ae594c14f7c3a68c323fc710ab5fcd1ca270c7fc0,1,0,2,0
0427cd6c248dfc52b3d4eeac15b1cd4073858c73c6cab044af808f3a23806889,7202.653120690239,b54b2c4e543ac120b7aafd1ae594c14f7c3a68c323fc710ab5fcd1ca270c7fc0,16,0,1,0
b3d0c78b0306d2820be384942bd529bed4d0a145759399fc60d1989abf575adb,7577.877690876219,b54b2c4e543ac120b7aafd1ae594c14f7c3a68c323fc710ab5fcd1ca270c7fc0,2,0,3,0
9aeee5671f54ea730e38dc68ea35c348b8bd18ee28751889f25e7268087229b5,2407.343113005319,b518c4c39a2f8eb7ee281f4567e1c681abc494fe9f0c1c5bc515e3de8f8868be,1,0,2,0
5bbcdb03cad94f186c81325e3bdb74bee791c4e6bc3a1c687c8c34523de45c3c,8614.919784388025,0427cd6c248dfc52b3d4eeac15b1cd4073858c73c6cab044af808f3a23806889,52,0,1,0
df70a363ab386ff2b9685bbcd94c12044cbe300f04570962373aa6d657166b34,8777.868279096243,0427cd6c248dfc52b3d4eeac15b1cd4073858c73c6cab044af808f3a23806889,78,1,1,0
9ebc9a5a3e583fb7781e6c4140326112c6ad01621ee02796d509512ac15a4d22,7596.4241829044395,b3d0c78b0306d2820be384942bd529bed4d0a145759399fc60d1989abf575adb,2,0,3,0
bef2b67ad472433f79904737637a11ebfb42f34a843413347690849db581bbcf,3918.3174774831978,9aeee5671f54ea730e38dc68ea35c348b8bd18ee28751889f25e7268087229b5,1,0,2,0
0aba9928c4116f19437f3485d474739db7adacb5a5955bcbef5e10aaf6e957fd,7809.335136570306,bef2b67ad472433f79904737637a11ebfb42f34a843413347690849db581bbcf,1,0,2,0
fe4f98f2831b7cdf1276351072548457ef644a6d7086152a7f8600a5bb46e958,36694.28939330869,bef2b67ad472433f79904737637a11ebfb42f34a843413347690849db581bbcf,56,1,1,0
5313907322822c5e20201665bef8e3fb59338c29050fc466c7b2ea45bbec3830,11809.906555641961,0aba9928c4116f19437f3485d474739db7adacb5a5955bcbef5e10aaf6e957fd,1,0,2,0
99a7cbfbaffc5411550f2f62b2ec0ae7a62413274e16771084ce55d517b3fad9,38584.908443462475,fe4f98f2831b7cdf1276351072548457ef644a6d7086152a7f8600a5bb46e958,6,1,1,0
238dc16a63841e6f13af168a15602710312383a4011c8113be7ca4b5ed823d34,39503.41561514352,fe4f98f2831b7cdf1276351072548457ef644a6d7086152a7f8600a5bb46e958,2,0,3,0
55b3e4637c6366f0a527045f7cafdd52d30c0dc4663f8c060a7faa8ec62c2cbd,21326.432998517805,5313907322822c5e20201665bef8e3fb59338c29050fc466c7b2ea45bbec3830,1,0,2,0
ec7b066f27059f3eb1b9168bffdf4c4a8fc13180a11ed87086863b8666719307,49407.197244774994,99a7cbfbaffc5411550f2f62b2ec0ae7a62413274e16771084ce55d517b3fad9,99,0,1,0
