BLOCK ID,TIME STAMP,PARENT ID,MINER,SLOW,LOW_CPU,PRIVATE
2d94bf1e4511316939f9bd0a303dee9f92b55f5fe1cf386f10f8f4c2bf64e4a2,0,NULL,0,0,0,0
c13838f8de9a5a5d58e67fd4f7778c22cb90a5835d686bacf5df4cb04dec08c6,1636.3224408126762,2d94bf1e4511316939f9bd0a303dee9f92b55f5fe1cf386f10f8f4c2bf64e4a2,4,0,1,0
514ea9b760e9c32d828e431b3850a8407a8c445fe37c0bc5d1628553ee4cd68e,3691.858051492559,c13838f8de9a5a5d58e67fd4f7778c22cb90a5835d686bacf5df4cb04dec08c6,86,1,1,0
ddffb4930543d9c05b7165d735aa6316c8b3fc4dbcd5631dcc4b18a9b2cdc4f9,4747.562214196346,514ea9b760e9c32d828e431b3850a8407a8c445fe37c0bc5d1628553ee4cd68e,7,1,1,0
4f6da11970849458626820980b389fe4f0ed2c8d524d94859374d986b1b3030f,8729.712982321384,ddffb4930543d9c05b7165d735aa6316c8b3fc4dbcd5631dcc4b18a9b2cdc4f9,74,1,1,0
f69475dea340f3d65e0165ad8eed675ce7c13ea9f5d2c0b7dfa30882ef2e8739,11559.644518145235,4f6da11970849458626820980b389fe4f0ed2c8d524d94859374d986b1b3030f,51,0,1,0
616bd74ebae4ca378387320febf0f3fd8278f3ced33ffc64ec935fe1072b4c83,13064.386261794594,f69475dea340f3d65e0165ad8eed675ce7c13ea9f5d2c0b7dfa30882ef2e8739,99,1,1,0
a7d01f3bc042c32fce056cde3cc7d41205649350f5ed10a3334a59b6ddf6b3ba,27510.271553401002,616bd74ebae4ca378387320febf0f3fd8278f3ced33ffc64ec935fe1072b4c83,42,0,1,0
28f8191aca6678050a157629442231b8d195cd2fe6f65581af9984d8f508b152,27985.925164063316,616bd74ebae4ca378387320febf0f3fd8278f3ced33ffc64ec935fe1072b4c83,2,0,3,0
dc096258fe818ebb4418e154396c1da3a79beb6225874620fa43fa4e8286b95b,28081.236797322563,28f8191aca6678050a157629442231b8d195cd2fe6f65581af9984d8f508b152,2,0,3,0
946744e7d26ac8bf4731a0d22b6f40a9056df86c82f4a4219e22c1fd65f5f9e8,47267.21748775469,dc096258fe818ebb4418e154396c1da3a79beb6225874620fa43fa4e8286b95b,46,1,1,0
310dc284591a4a20b4858d8ab543c607557ba2ebe8c5cf606f2616d83e35f224,48636.72108886625,946744e7d26ac8bf4731a0d22b6f40a9056df86c82f4a4219e22c1fd65f5f9e8,93,0,1,0
687195462c407491c8cd28b0cb081c74b8c67e7c6bb1ae53b473bfdf993d63e4,63192.59074601683,310dc284591a4a20b4858d8ab543c607557ba2ebe8c5cf606f2616d83e35f224,94,0,1,0
874018a0642beb8b4fae982896701060690703157dbe844eaef45d87a3e038de,64006.285595395195,310dc284591a4a20b4858d8ab543c607557ba2ebe8c5cf606f2616d83e35f224,2,0,3,0
a44d25c440617d87259503469ddf334f6c9eb1883edadd68e812c511b3165b0b,64604.94927648457,687195462c407491c8cd28b0cb081c74b8c67e7c6bb1ae53b473bfdf993d63e4,62,1,1,0
33174f470491d9c8fa368e9bfa90deb8c790c9534be16e7cc8909bf9c936cf28,65551.00959331586,687195462c407491c8cd28b0cb081c74b8c67e7c6bb1ae53b473bfdf993d63e4,1,0,2,0
e59732047a18cda318bf1209a680afefa0cee1e1810522c0849cbd992953e568,70343.45714921242,a44d25c440617d87259503469ddf334f6c9eb1883edadd68e812c511b3165b0b,97,0,1,0
d6fcf76b0fca91fbd6888bdde32deae8e0a59febe6e80edd06d951a0c881294d,71021.45833571517,a44d25c440617d87259503469ddf334f6c9eb1883edadd68e812c511b3165b0b,2,0,3,0
1f156339332e86077355d0d0218f7cd1886b80c895980cf42379c621fd2a33de,72169.56849319494,d6fcf76b0fca91fbd6888bdde32deae8e0a59febe6e80edd06d951a0c881294d,2,0,3,0
59dc9f0346c053c79f43686de552fd38b03fe3298c3ec92e4f60dcb7a5c9a3d7,75586.60608004649,1f156339332e86077355d0d0218f7cd1886b80c895980cf42379c621fd2a33de,43,1,1,0
05062dab8e043e9feaafa38a0f00e1a0c2e230efe6cbc730e015fe7316eb996f,78483.90935105567,59dc9f0346c053c79f43686de552fd38b03fe3298c3ec92e4f60dcb7a5c9a3d7,62,1,1,0
51b3811afc9b2ba8e3cd4277b0ce9c3afc014361c00fd895c0c466adffee7989,91544.02183889912,05062dab8e043e9feaafa38a0f00e1a0c2e230efe6cbc730e015fe7316eb996f,51,0,1,0
0dfa198fd4b2807c79b5e9eaa5d1271a9cf4973d95a9b6cfedf55960ad69590f,92170.18026863922,05062dab8e043e9feaafa38a0f00e1a0c2e230efe6cbc730e015fe7316eb996f,2,0,3,0
b6a1393f065aff7dc74b49cb3ac3eeec7762fa1379f6750c4771d263f290b9c8,97092.19210607339,51b3811afc9b2ba8e3cd4277b0ce9c3afc014361c00fd895c0c466adffee7989,18,1,1,0
e8a949cb6f1ef52594991ec3408634433b9dcb16621e30a083902e88f59e4112,114309.11469703582,b6a1393f065aff7dc74b49cb3ac3eeec7762fa1379f6750c4771d263f290b9c8,51,0,1,0
